ONAIX,-1.12957,-5.76314,2.40881
MDCPX,-0.169021,-0.831257,2.40653
OIDYX,0.78853,-5.95318,2.4035
CICEX,-3.13557,-4.24763,2.40136
OAAIX,-0.928998,-5.68541,2.40055
PGGBX,-1.05411,-5.69324,2.4
RIBEX,-3.15661,-4.31013,2.39845
VIOO,-2.04597,-6.39907,2.39461
FLMLX,-4.73173,-6.2705,2.39425
OIDIX,0.929235,-5.92938,2.39304
RGWEX,0.535475,-5.35602,2.38582
GWPFX,0.535475,-5.35602,2.38582
CGPAX,0.535475,-5.35602,2.38582
GWPAX,0.602007,-5.28967,2.38257
FBJTX,-0.449871,-3.96776,2.37938
MDNKX,3.69112,4.01234,2.37856
STSEX,-3.84096,-2.72541,2.37647
RFHTX,-0.231303,-3.8633,2.37342
REKTX,-0.383632,-3.94574,2.36531
FCPIX,2.55962,-3.74984,2.36226
RFKTX,-0.319489,-3.8817,2.3622
RDITX,-0.553797,-4.0458,2.36156
MENKX,3.59675,3.87903,2.35996
AALTX,-0.552923,-4.03963,2.35772
FBITX,-0.395257,-3.96341,2.35581
CPGCX,-1.13154,-5.73163,2.34261
GGPCX,-1.06007,-5.72391,2.33918
RGGAX,-1.05783,-5.71237,2.33406
OCAIX,-1.56356,-5.97403,2.33216
OBAIX,-1.56356,-5.97403,2.33216
BLW,-2.21285,-3.07012,2.33179
CGGBX,-1.12597,-5.76794,2.33066
CGPEX,0.268637,-5.44649,2.33036
RGPCX,0.268456,-5.50285,2.32877
RAFGX,-0.071596,-4.70325,2.32655
MRBPX,-0.482562,-0.964375,2.32559
AICBX,-3.49636,-4.42443,2.32295
RBGEX,0.468855,-5.42245,2.31924
CICCX,-3.59939,-4.48726,2.31856
AICCX,-3.56911,-4.46506,2.31795
FAJTX,-0.643087,-4.03727,2.31788
RDJTX,-0.643087,-4.09684,2.31788
FEMGX,-3.30085,-2.87778,2.31646
MANKX,3.8262,3.98652,2.31532
AAMTX,-0.642261,-4.03226,2.31481
FATTX,-0.619195,-4.03587,2.31076
TCWAX,-12.5151,-17.4499,2.30943
RDHTX,-0.618716,-4.03286,2.30892
